route_id,trip_id,service_id,direction_id,shape_id
15170,2330185,1,0,186095
15170,2330186,1,1,74257
15170,2330188,1,0,186095
15170,2330189,1,1,74257
15170,2330191,1,0,186095
15170,2330192,1,1,74257
15170,2330194,1,0,186095
15170,2330195,1,1,74257
15170,2330197,1,0,186095
15170,2330198,1,1,74257
15170,2330200,1,0,186095
15170,2330201,1,1,74257
15170,2330203,1,0,186095
15170,2330204,1,1,74257
15170,2330205,1,0,186095
15170,2330206,1,1,74257
15170,2330209,1,0,186095
15170,2330210,1,1,74257
15170,2330212,1,0,186095
15170,2330213,1,1,74257
15170,2330215,1,0,186095
15170,2330216,1,1,74257
15170,2330218,1,0,186095
15170,2330219,1,1,74257
15170,2330220,1,0,186095
15170,2330223,1,0,186095
23905,2336790,2,1,75366
23905,2336791,2,0,188823
23905,2336792,2,1,75366
23905,2336793,2,0,188823
23905,2336795,2,1,75366
23905,2336796,2,0,188823
23905,2336798,2,1,75366
23905,2336801,2,0,188824
23905,2336803,2,0,188823
23904,2337587,5,0,154196
23904,2337588,5,1,186362
23904,2337590,5,1,186363
23904,2337591,5,0,154187
23904,2337592,5,1,186363
23904,2337593,5,0,154187
23904,2337594,5,1,186363
23904,2337595,5,0,154187
23904,2337596,5,0,154187
23904,2337597,5,1,186363
23904,2337601,5,0,154187
23904,2337602,5,1,186363
22529,2338579,10,0,188820
15190,2339537,1,0,185675
15190,2339538,1,1,74202
15190,2339539,1,0,185675
15190,2339540,1,1,74202
15190,2339541,1,0,185675
15190,2339542,1,1,74202
15190,2339544,1,0,185675
15190,2339545,1,1,74202
15190,2339546,1,0,185675
15190,2339547,1,1,74202
15190,2339548,1,0,185675
15190,2339549,1,1,74202
15190,2339551,1,0,185675
15190,2339552,1,1,74202
15190,2339554,1,0,185675
15190,2339555,1,1,74202
15190,2339556,1,0,185675
15190,2339557,1,1,74202
15190,2339558,1,0,185675
15190,2339559,1,1,74202
15190,2339561,1,0,185675
15190,2339562,1,1,74202
15190,2339563,1,0,185675
15190,2339564,1,1,74202
15190,2339566,1,0,185675
15190,2339567,1,1,74202
15190,2339569,1,0,185675
15190,2339570,1,1,74202
15190,2339572,1,0,185675
15190,2339573,1,1,74202
15190,2339575,1,0,185675
15190,2339576,1,1,74202
15190,2339578,1,0,185675
15190,2339579,1,1,74202
15190,2339580,1,0,185675
15190,2339581,1,1,74202
15190,2339583,1,0,185675
15190,2339584,1,1,74202
15190,2339587,1,0,185675
15190,2339588,1,1,74202
15190,2339590,1,0,185675
15190,2339591,1,1,74202
15190,2339593,1,0,185675
15190,2339594,1,1,74202
15190,2339596,1,0,185675
15190,2339597,1,1,74202
15190,2339599,1,0,185675
15190,2339600,1,1,74202
15190,2339602,1,0,185675
15190,2339603,1,1,74202
15190,2339605,1,0,185675
15190,2339606,1,1,74202
15190,2339607,1,0,185675
15190,2339608,1,1,74202
15190,2339609,1,0,185675
15190,2339610,1,1,74202
15190,2339611,1,0,185675
15190,2339612,1,1,74202
15190,2339613,1,0,185675
15190,2339614,1,1,74202
15190,2339615,1,0,185675
15190,2339616,1,1,74202
15190,2339618,1,0,185675
15190,2339619,1,1,74202
15190,2339621,1,0,185675
15190,2339622,1,1,74202
15190,2339623,1,0,185675
15190,2339624,1,1,74202
15190,2339625,1,0,185675
15190,2339626,1,1,74202
15190,2339628,1,0,185675
15190,2339629,1,1,74202
15190,2339630,1,0,185675
15190,2339631,1,1,74202
15190,2339632,1,0,185675
15190,2339633,1,1,74202
15190,2339634,1,0,185675
15190,2339635,1,1,74202
15190,2339636,1,0,185675
15190,2339637,1,1,74202
15190,2339638,1,0,185675
15190,2339639,1,1,74202
15190,2339641,1,0,185675
15190,2339642,1,1,74202
15190,2339643,1,0,185675
15190,2339644,1,1,74202
15190,2339645,1,0,185675
15190,2339646,1,1,74202
15190,2339647,1,0,185675
15190,2339648,1,1,74202
15190,2339650,1,0,185675
15190,2339651,1,1,74202
15190,2339652,1,0,185675
15190,2339653,1,1,74202
15190,2339655,1,0,185675
15190,2339656,1,1,74202
15190,2339657,1,0,185675
15190,2339658,1,1,74202
15190,2339659,1,0,185675
15190,2339660,1,1,74202
15190,2339661,1,0,185675
15190,2339662,1,1,74202
15190,2339664,1,0,185675
15190,2339665,1,1,74202
19293,2341126,2,1,75363
19293,2341128,2,1,75363
19293,2341130,2,0,75364
19293,2341132,4,0,75364
19293,2341134,2,1,75363
15172,2343102,1,0,186198
15172,2343103,1,1,189024
15172,2343104,1,0,186198
15172,2343105,1,1,74191
15172,2343106,1,0,186198
15172,2343107,1,1,189024
15172,2343108,1,0,74192
15172,2343109,1,1,189024
15172,2343110,1,0,186198
15172,2343111,1,1,189024
15172,2343112,1,0,74192
15172,2343113,1,1,189024
15172,2343115,1,0,74192
15172,2343116,1,1,189024
15172,2343117,1,0,74192
15172,2343118,1,1,189024
15172,2343119,1,0,74192
15172,2343120,1,1,189024
15172,2343122,1,0,74192
15172,2343123,1,1,189024
15172,2343124,1,0,74192
15172,2343125,1,1,189024
15172,2343127,1,0,74192
15172,2343128,1,1,189024
15172,2343130,1,0,74192
15172,2343131,1,1,189024
15172,2343133,1,0,74192
15172,2343134,1,1,189024
15172,2343135,1,0,74192
15172,2343136,1,1,189024
15172,2343137,1,0,74192
15172,2343138,1,1,189024
15172,2343139,1,0,74192
15172,2343140,1,1,189024
15172,2343141,1,0,74192
15172,2343142,1,1,189024
15172,2343143,1,0,74192
15172,2343144,1,1,189024
15172,2343145,1,0,74192
15172,2343146,1,1,189024
15172,2343148,1,0,186198
15172,2343149,1,1,74191
15172,2343150,1,0,74192
15172,2343151,1,1,189024
15172,2343152,1,0,74192
15172,2343153,1,1,189024
15172,2343155,1,0,74192
15172,2343156,1,1,189024
15172,2343157,1,0,74192
15172,2343158,1,1,189024
15172,2343159,1,0,74192
15172,2343160,1,1,189024
15172,2343161,1,0,74193
15172,2343163,1,0,74192
15172,2343164,1,1,189024
15172,2343166,1,0,74193
15172,2343168,1,0,74193
15172,2343170,1,0,74192
15172,2343171,1,1,189024
15172,2343172,1,0,74193
15172,2343174,1,0,74192
15172,2343175,1,1,189024
15172,2343176,1,0,74192
15172,2343177,1,1,189024
15172,2343178,1,0,74192
15172,2343179,1,1,189024
15172,2343180,1,0,74192
15172,2343181,1,1,189024
15172,2343182,1,0,74192
15172,2343183,1,1,189024
15172,2343184,1,0,74193
15172,2343186,1,0,74193
15172,2343188,1,0,74192
15172,2343189,1,1,189024
15172,2343191,1,0,186198
15172,2343192,1,1,189024
22693,2364400,5,0,127682
22693,2364402,5,0,127682
22693,2364404,5,0,127682
22693,2364406,5,0,154181
22693,2364408,5,0,127682
22693,2364409,9,1,127683
22693,2364410,9,0,127682
22693,2364411,9,1,127683
22693,2364413,9,0,127682
22693,2364414,9,1,127683
22693,2364417,5,1,127683
15192,2371838,2,0,186357
15192,2371839,2,1,185859
15192,2371840,2,0,186357
15192,2371841,2,1,185859
15192,2371842,2,1,185859
15192,2371843,2,0,186357
15192,2371845,2,0,186357
15192,2371846,2,1,185859
15192,2371847,2,0,186357
15192,2371848,2,1,185859
15192,2371849,2,0,186357
15192,2371850,2,1,185859
15192,2371851,2,0,186357
15192,2371852,2,1,185859
15192,2371853,2,0,186357
15192,2371854,2,1,185859
15192,2371855,2,0,186357
15192,2371856,2,1,185859
15192,2371857,2,0,186357
15192,2371858,2,1,185859
15192,2371859,2,0,186357
15192,2371860,2,1,185859
15192,2371861,2,0,186357
15192,2371862,2,1,185859
15192,2371863,2,0,186357
15192,2371864,2,1,185859
15192,2371865,2,0,186357
15192,2371866,2,1,185859
15192,2371867,2,0,186357
15192,2371868,2,1,185859
15192,2371870,2,0,186357
15192,2371871,2,1,185859
15192,2371872,2,0,186357
15192,2371873,2,1,185859
15192,2371874,2,0,186357
15192,2371875,2,1,185859
15192,2371876,2,0,186357
15192,2371877,2,1,185859
15192,2371878,2,0,186357
15192,2371879,2,1,185859
15192,2371880,2,0,186357
15192,2371881,2,1,185859
15192,2371882,2,0,186357
15192,2371883,2,1,185859
15192,2371884,2,0,186357
15192,2371885,2,1,185859
15192,2371886,2,0,186357
15192,2371887,2,1,185859
15192,2371888,2,0,186357
15192,2371889,2,1,185859
15192,2371890,2,0,186357
15192,2371891,2,1,185859
15192,2371892,2,0,186357
15192,2371893,2,1,185859
15192,2371894,4,0,186357
15192,2371895,4,1,185859
15192,2371902,2,0,186357
15192,2371903,2,1,185859
23905,2383099,1,1,75366
23905,2383100,1,0,188823
23905,2383101,1,1,75366
23905,2383102,1,0,188823
23905,2383103,1,1,75366
23905,2383104,1,0,188823
23905,2383106,1,1,75366
23905,2383109,1,0,188824
23905,2383112,1,0,188823
19293,2384428,1,1,75363
19293,2384430,1,1,75363
19293,2384432,1,1,75363
19293,2384434,1,1,75363
19293,2384436,1,1,75363
19293,2384438,1,1,75363
19293,2384440,1,0,75364
19293,2384442,3,0,75364
19292,2384670,1,0,75360
19292,2384672,1,0,75360
19292,2384674,1,0,75360
19292,2384676,1,0,75360
19292,2384678,1,0,186194
19292,2384680,1,0,186194
19292,2384682,1,0,186194
19292,2384684,1,1,75362
19292,2384686,1,1,75362
19292,2384688,1,1,75362
19292,2384690,1,1,75362
19292,2384692,1,1,75362
19292,2384694,1,1,75362
19292,2384696,1,1,75362
19292,2384698,1,1,75362
19292,2384700,1,1,75362
19292,2384702,1,1,75362
19292,2384704,1,1,75362
19292,2384706,1,1,75362
19292,2384708,1,1,75362
19292,2384710,3,1,75362
19292,2384712,1,1,75362
19292,2384714,1,1,75362
19292,2384716,1,1,75362
19292,2384718,1,1,75362
19292,2384720,1,1,75362
19292,2384722,1,0,75360
19292,2384724,1,0,186194
23903,2396741,5,0,189027
23903,2396743,5,0,189027
23903,2396745,5,0,189027
23903,2396747,5,0,189026
15176,2399039,2,0,186204
15176,2399040,2,1,188837
15176,2399041,2,0,186205
15176,2399042,2,1,185858
15176,2399043,2,0,186204
15176,2399044,2,1,188837
15176,2399045,2,0,186204
15176,2399046,2,1,188837
15176,2399047,2,0,186204
15176,2399048,2,1,188837
15176,2399049,2,0,186204
15176,2399050,2,1,188837
15176,2399051,2,0,186204
15176,2399052,2,1,188837
15176,2399053,2,0,186204
15176,2399054,2,1,188837
15176,2399055,2,0,186204
15176,2399056,2,1,188837
15176,2399057,2,0,186204
15176,2399058,2,1,188837
15176,2399059,2,0,186205
15176,2399060,2,1,185858
15176,2399061,2,0,186204
15176,2399062,2,1,188837
15176,2399063,2,0,186204
15176,2399064,2,1,188837
15176,2399065,2,0,186204
15176,2399066,2,1,188837
15176,2399067,2,0,186205
15176,2399068,2,1,185858
15176,2399069,2,0,186204
15176,2399070,2,1,188837
15176,2399071,2,0,186204
15176,2399072,2,1,188837
15176,2399073,2,0,186204
15176,2399074,2,1,188837
15176,2399075,2,0,186204
15176,2399076,2,1,188837
15220,2403580,2,0,186359
15220,2403581,2,1,186213
15220,2403582,2,0,186359
15220,2403583,2,1,186213
15220,2403584,2,0,186359
15220,2403585,2,1,186213
15220,2403586,2,0,186359
15220,2403587,2,1,186213
15220,2403588,2,0,186359
15220,2403589,2,1,186213
15220,2403590,2,0,186359
15220,2403591,2,1,186213
15220,2403592,2,0,186359
15220,2403593,2,1,186213
15220,2403594,2,0,186359
15220,2403595,2,1,186213
15220,2403596,2,0,186359
15220,2403597,2,1,186213
15220,2403598,2,0,186359
15220,2403599,2,1,186213
15220,2403600,2,0,186359
15220,2403601,2,1,186213
15220,2403602,2,0,186359
15220,2403603,2,1,186213
15220,2403604,2,0,186359
15220,2403605,2,1,186213
15220,2403606,2,0,186359
15220,2403607,2,1,186213
15220,2403608,2,0,186359
15220,2403609,2,1,186213
15220,2403610,2,0,186359
15220,2403611,2,1,186213
15220,2403612,2,0,186359
15220,2403613,2,1,186213
15220,2403614,2,0,186359
15220,2403615,2,1,186213
15220,2403616,2,0,186359
15220,2403617,2,1,186213
15220,2403618,2,0,186359
15220,2403619,2,1,186213
15220,2403620,2,0,186359
15220,2403621,2,1,186213
15220,2403622,2,0,186359
15220,2403623,2,1,186213
15220,2403624,2,0,186359
15220,2403625,2,1,186213
15220,2403626,2,0,186359
15220,2403627,2,1,186213
15220,2403628,2,0,186359
15220,2403629,2,1,186213
15220,2403630,2,0,186359
15220,2403631,2,1,186213
15220,2403632,2,0,186359
15220,2403633,2,1,186213
15220,2403634,2,0,186359
15220,2403635,2,1,186213
15220,2403636,2,0,186359
15220,2403637,2,1,186213
15220,2403638,2,0,186359
15220,2403639,2,1,186213
15220,2403640,2,0,186359
15220,2403641,2,1,186213
15220,2403642,2,0,186359
15220,2403643,2,1,186213
15220,2403644,2,0,186359
15220,2403645,2,1,186213
15220,2403646,2,0,186359
15220,2403647,2,1,186213
15220,2403648,2,0,186359
15220,2403649,2,1,186213
15220,2403650,2,0,186359
15220,2403651,2,1,186213
15220,2403652,2,0,186359
15220,2403653,2,1,186213
15220,2403654,2,0,186359
15220,2403655,2,1,186213
15220,2403656,2,0,186359
15220,2403657,2,1,186213
15220,2403658,2,0,186359
15220,2403659,2,1,186213
15220,2403660,2,0,186359
15220,2403661,2,1,186213
15220,2403662,2,0,186359
15220,2403663,2,1,186213
15220,2403664,2,0,186359
15220,2403665,2,1,186213
15220,2403666,2,0,186359
15220,2403667,2,1,186213
15220,2403668,2,0,186359
15220,2403669,2,1,186213
19291,2403763,5,0,186210
19291,2403765,5,0,75355
19291,2403767,5,0,186210
19291,2403769,5,0,186210
19291,2403771,5,0,186210
19291,2403773,5,0,186210
19291,2403775,5,0,75355
19291,2403777,5,0,75355
19291,2403779,5,0,186210
19291,2403781,5,0,75355
19291,2403783,5,0,186210
19291,2403785,5,1,76025
19291,2403787,5,1,84373
19291,2403789,5,1,84373
19291,2403791,5,1,76025
19291,2403793,5,1,84373
19291,2403795,5,1,76025
19291,2403797,5,1,76025
19291,2403799,5,1,76025
15178,2412350,1,0,186182
15178,2412351,1,1,186186
15178,2412352,1,0,186182
15178,2412353,1,1,186186
15178,2412354,1,0,186182
15178,2412355,1,1,186186
15178,2412356,1,0,186182
15178,2412357,1,1,186186
15178,2412358,1,0,186182
15178,2412359,1,1,186186
15178,2412361,1,0,186182
15178,2412362,1,1,186186
15178,2412363,1,0,186182
15178,2412364,1,1,186186
15178,2412365,1,0,186182
15178,2412366,1,1,186186
15178,2412367,1,0,186182
15178,2412368,1,1,186186
15178,2412369,1,0,186182
15178,2412370,1,1,186186
15178,2412372,1,0,186182
15178,2412373,1,1,186186
15178,2412374,1,0,186182
15178,2412375,1,1,186186
15178,2412377,1,0,186182
15178,2412378,1,1,186186
15178,2412379,1,0,186182
15178,2412380,1,1,186186
15178,2412382,1,0,186182
15178,2412383,1,1,186186
15254,2417655,5,0,74264
15254,2417656,5,1,186107
15254,2417657,5,0,74264
15254,2417659,5,0,127677
15254,2417660,5,1,186109
15254,2417661,5,0,127677
15254,2417662,5,1,186109
15254,2417663,5,0,127677
15254,2417664,5,1,186109
15254,2417665,5,0,127677
15254,2417666,5,1,186109
15254,2417667,5,0,127677
15254,2417668,5,1,186109
15254,2417669,5,0,127677
15254,2417670,5,1,186109
15254,2417672,5,0,127677
15254,2417673,5,1,186109
15254,2417674,5,0,127677
15254,2417675,5,1,186109
15254,2417676,5,0,127677
15254,2417677,5,1,186109
15254,2417678,5,0,74264
15254,2417679,5,1,186107
15254,2417680,5,0,127677
15254,2417681,5,1,186109
15254,2417682,5,0,127677
15254,2417683,5,1,186109
15254,2417684,5,0,127677
15254,2417685,5,1,186109
15254,2417689,5,1,186107
15254,2417692,5,0,74264
17424,2418457,8,0,111185
17424,2418458,8,1,188813
17424,2418460,8,0,111185
17424,2418461,8,1,188814
17424,2418463,8,0,84348
17424,2418464,8,1,188813
17424,2418465,8,0,84348
17424,2418466,8,1,188814
17424,2418498,5,0,111185
17424,2418499,5,1,188813
17424,2418501,5,0,84348
17424,2418502,5,1,188813
17424,2418504,5,0,84348
17424,2418505,5,1,188813
17424,2418506,5,0,84348
17424,2418507,5,1,188813
15216,2418725,1,0,188799
15216,2418726,1,1,185871
15216,2418727,1,0,188799
15216,2418729,1,0,188799
15216,2418730,1,1,185874
15216,2418731,1,0,188799
15216,2418733,1,0,188799
15216,2418735,1,0,188799
15216,2418736,1,1,185874
15216,2418737,1,0,188799
15216,2418738,1,0,188799
15216,2418740,1,1,185874
15216,2418741,1,0,188799
15216,2418742,1,1,185871
15216,2418743,1,0,188799
15216,2418744,1,1,185871
15216,2418745,1,0,188799
15216,2418746,1,1,185871
15216,2418747,1,1,185871
15216,2418748,1,0,188799
15216,2418749,1,1,185871
15216,2418751,1,0,188799
15216,2418752,1,1,185871
15216,2418755,1,0,188799
15216,2418756,1,1,185871
15216,2418757,1,0,188799
15216,2418758,1,1,185871
15216,2418759,1,0,188799
15216,2418760,1,1,185871
15216,2418762,1,0,188799
15216,2418763,1,1,185871
15216,2418765,1,0,186351
15216,2418766,1,1,185871
15216,2418767,1,0,188799
15216,2418768,1,1,185871
15216,2418769,1,0,186351
15216,2418770,1,1,185871
15216,2418771,1,0,188799
15216,2418772,1,1,185871
15216,2418773,1,0,186351
15216,2418774,1,1,185871
15216,2418775,1,0,188799
15216,2418776,1,1,185871
15216,2418778,1,0,186351
15216,2418779,1,1,185871
15216,2418780,1,0,188799
15216,2418781,1,1,185871
15216,2418782,1,0,186351
15216,2418783,1,1,185871
15216,2418785,1,0,188799
15216,2418786,1,1,185871
15216,2418788,1,1,185871
15216,2418789,1,0,188799
15216,2418790,1,1,185871
15216,2418793,1,0,188799
